ticker,date,close,daily_return_pct,ma_7day,ma_30day,volatility_30day
SPY,2024-05-16,517.54,-0.2063,511.95,500.82,0.8025
SPY,2024-05-17,518.28,0.143,513.67,501.18,0.7827
SPY,2024-05-20,518.88,0.1158,515.05,501.55,0.7828
SPY,2024-05-21,520.15,0.2448,516.52,501.95,0.7833
SPY,2024-05-22,518.65,-0.2884,517.77,502.46,0.7599
SPY,2024-05-23,514.87,-0.7288,518.14,502.72,0.7643
SPY,2024-05-24,518.27,0.6604,518.09,503.33,0.7219
SPY,2024-05-28,518.63,0.0695,518.25,504.15,0.674
SPY,2024-05-29,515.0,-0.6999,517.78,504.89,0.6896
SPY,2024-05-30,511.59,-0.6621,516.74,505.61,0.6923
SPY,2024-05-31,516.25,0.9109,516.18,506.52,0.7027
SPY,2024-06-03,516.67,0.0814,515.9,507.58,0.6743
SPY,2024-06-04,517.24,0.1103,516.24,508.52,0.6612
SPY,2024-06-05,523.39,1.189,516.97,509.47,0.6614
SPY,2024-06-06,523.38,-0.0019,517.65,510.42,0.6609
SPY,2024-06-07,522.75,-0.1204,518.75,511.42,0.6548
SPY,2024-06-10,524.36,0.308,520.58,512.31,0.6398
SPY,2024-06-11,525.62,0.2403,521.92,513.19,0.6391
SPY,2024-06-12,529.94,0.8219,523.81,514.47,0.5566
SPY,2024-06-13,531.01,0.2019,525.78,515.85,0.546
SPY,2024-06-14,531.33,0.0603,526.91,517.08,0.5325
SPY,2024-06-17,535.56,0.7961,528.65,518.25,0.5095
SPY,2024-06-18,536.92,0.2539,530.68,519.29,0.4864
SPY,2024-06-20,535.46,-0.2719,532.26,520.26,0.4938
SPY,2024-06-21,534.74,-0.1345,533.57,521.21,0.4963
SPY,2024-06-24,533.01,-0.3235,534.0,522.0,0.4989
SPY,2024-06-25,535.06,0.3846,534.58,522.84,0.5007
SPY,2024-06-26,535.73,0.1252,535.21,523.71,0.5
SPY,2024-06-27,536.57,0.1568,535.36,524.52,0.4969
SPY,2024-06-28,534.46,-0.3932,535.0,525.04,0.4623
SPY,2024-07-01,535.56,0.2058,535.02,525.64,0.459
SPY,2024-07-02,539.16,0.6722,535.65,526.34,0.4701
SPY,2024-07-03,541.57,0.447,536.87,527.1,0.4736
SPY,2024-07-05,544.69,0.5761,538.25,527.91,0.4798
SPY,2024-07-08,545.32,0.1157,539.62,528.8,0.4726
SPY,2024-07-09,545.85,0.0972,540.94,529.84,0.4415
SPY,2024-07-10,551.25,0.9893,543.34,530.94,0.4573
SPY,2024-07-11,546.5,-0.8617,544.91,531.86,0.4968
SPY,2024-07-12,549.95,0.6313,546.45,533.03,0.4749
SPY,2024-07-15,551.46,0.2746,547.86,534.36,0.4447
SPY,2024-07-16,554.73,0.593,549.29,535.64,0.432
SPY,2024-07-17,546.95,-1.4025,549.53,536.65,0.5257
SPY,2024-07-18,542.75,-0.7679,549.08,537.5,0.5541
SPY,2024-07-19,539.14,-0.6651,547.35,538.03,0.5388
SPY,2024-07-22,544.7,1.0313,547.1,538.74,0.5644
SPY,2024-07-23,543.85,-0.156,546.23,539.44,0.565
SPY,2024-07-24,531.52,-2.2672,543.38,539.68,0.7137
SPY,2024-07-25,528.75,-0.5211,539.67,539.78,0.7201
SPY,2024-07-26,534.68,1.1215,537.91,539.94,0.7335
SPY,2024-07-29,534.99,0.058,536.8,540.07,0.7328
SPY,2024-07-30,532.28,-0.5066,535.82,540.11,0.7392
SPY,2024-07-31,540.93,1.6251,535.29,540.28,0.7838
SPY,2024-08-01,533.27,-1.4161,533.77,540.16,0.826
SPY,2024-08-02,523.34,-1.8621,532.61,539.76,0.8912
SPY,2024-08-05,508.1,-2.9121,529.66,538.87,1.0312
SPY,2024-08-06,512.79,0.923,526.53,538.2,1.0495
SPY,2024-08-07,509.36,-0.6689,522.87,537.34,1.0496
SPY,2024-08-08,521.13,2.3107,521.27,536.85,1.1417
SPY,2024-08-09,523.43,0.4413,518.77,536.42,1.145
SPY,2024-08-12,523.71,0.0535,517.41,536.06,1.1436
SPY,2024-08-13,532.32,1.644,518.69,535.95,1.1846
SPY,2024-08-14,534.0,0.3156,522.39,535.78,1.1793
SPY,2024-08-15,543.15,1.7135,526.73,535.83,1.2188
SPY,2024-08-16,544.37,0.2246,531.73,535.82,1.2149
SPY,2024-08-19,549.57,0.9552,535.79,535.96,1.2272
SPY,2024-08-20,548.68,-0.1619,539.4,536.06,1.2276
SPY,2024-08-21,550.57,0.3445,543.24,536.03,1.2157
SPY,2024-08-22,546.24,-0.7865,545.23,536.02,1.2139
SPY,2024-08-23,552.05,1.0636,547.8,536.09,1.2242
SPY,2024-08-26,550.73,-0.2391,548.89,536.07,1.2241
SPY,2024-08-27,551.49,0.138,549.9,535.96,1.2193
SPY,2024-08-28,548.29,-0.5802,549.72,536.01,1.196
SPY,2024-08-29,548.34,0.0091,549.67,536.19,1.1868
SPY,2024-08-30,553.57,0.9538,550.1,536.67,1.1904
SPY,2024-09-03,542.18,-2.0576,549.52,536.59,1.2392
SPY,2024-09-04,541.07,-0.2047,547.95,536.5,1.2395
SPY,2024-09-05,539.75,-0.244,546.38,536.77,1.1652
SPY,2024-09-06,530.67,-1.6823,543.41,536.83,1.2037
SPY,2024-09-09,536.61,1.1193,541.74,536.9,1.2037
SPY,2024-09-10,538.95,0.4361,540.4,537.03,1.2061
SPY,2024-09-11,544.48,1.0261,539.1,537.44,1.2149
SPY,2024-09-12,549.06,0.8412,540.08,537.71,1.1888
SPY,2024-09-13,551.93,0.5227,541.64,538.33,1.1582
SPY,2024-09-16,552.75,0.1486,543.49,539.31,1.096
SPY,2024-09-17,552.97,0.0398,546.68,540.81,0.9277
SPY,2024-09-18,551.33,-0.2966,548.78,542.09,0.9255
SPY,2024-09-19,560.74,1.7068,551.89,543.8,0.946
SPY,2024-09-20,559.77,-0.173,554.08,545.09,0.872
SPY,2024-09-23,561.17,0.2501,555.81,546.35,0.8712
SPY,2024-09-24,562.77,0.2851,557.36,547.65,0.8705
SPY,2024-09-25,561.53,-0.2203,558.61,548.63,0.8329
SPY,2024-09-26,563.76,0.3971,560.15,549.62,0.8334
SPY,2024-09-27,562.94,-0.1455,561.81,550.28,0.7834
SPY,2024-09-30,565.2,0.4015,562.45,550.97,0.7849
SPY,2024-10-01,560.13,-0.897,562.5,551.32,0.7904
SPY,2024-10-02,560.37,0.0428,562.39,551.71,0.7893
SPY,2024-10-03,559.35,-0.182,561.9,552.01,0.7889
SPY,2024-10-04,564.43,0.9082,562.31,552.61,0.7872
SPY,2024-10-07,559.33,-0.9036,561.68,552.86,0.7871
SPY,2024-10-08,564.62,0.9458,561.92,553.32,0.8019
SPY,2024-10-09,568.53,0.6925,562.39,553.89,0.8095
SPY,2024-10-10,567.53,-0.1759,563.45,554.53,0.801
SPY,2024-10-11,570.93,0.5991,564.96,555.28,0.8055
SPY,2024-10-14,575.6,0.818,567.28,556.02,0.8011
SPY,2024-10-15,571.13,-0.7766,568.24,556.98,0.7091
SPY,2024-10-16,573.61,0.4342,570.28,558.06,0.7069
SPY,2024-10-17,573.66,0.0087,571.57,559.2,0.703
SPY,2024-10-18,575.87,0.3852,572.62,560.7,0.6062
SPY,2024-10-21,574.92,-0.165,573.67,561.98,0.5896
SPY,2024-10-22,574.62,-0.0522,574.2,563.17,0.5905
SPY,2024-10-23,569.36,-0.9154,573.31,564.0,0.6048
SPY,2024-10-24,570.6,0.2178,573.23,564.72,0.5908
SPY,2024-10-25,570.4,-0.0351,572.78,565.33,0.5868
SPY,2024-10-28,572.16,0.3086,572.56,565.98,0.5879
SPY,2024-10-29,573.09,0.1625,572.16,566.65,0.5877
SPY,2024-10-30,571.35,-0.3036,571.65,567.32,0.5879
SPY,2024-10-31,560.15,-1.9603,569.59,567.3,0.6267
SPY,2024-11-01,562.52,0.4231,568.61,567.39,0.6305
SPY,2024-11-04,561.31,-0.2151,567.28,567.39,0.6303
SPY,2024-11-05,568.09,1.2079,566.95,567.57,0.6661
SPY,2024-11-06,582.22,2.4873,568.39,568.26,0.8004
SPY,2024-11-07,586.72,0.7729,570.34,569.02,0.8077
SPY,2024-11-08,589.26,0.4329,572.9,569.9,0.8077
SPY,2024-11-11,589.83,0.0967,577.14,570.72,0.8064
SPY,2024-11-12,587.99,-0.312,580.77,571.65,0.7872
SPY,2024-11-13,588.28,0.0493,584.63,572.58,0.7871
SPY,2024-11-14,584.5,-0.6426,586.97,573.42,0.7985
SPY,2024-11-15,577.01,-1.2814,586.23,573.84,0.8264
SPY,2024-11-18,579.37,0.409,585.18,574.51,0.8072
SPY,2024-11-19,581.49,0.3659,584.07,575.07,0.7936
SPY,2024-11-20,581.69,0.0344,582.9,575.51,0.7858
SPY,2024-11-21,584.81,0.5364,582.45,576.08,0.7886
SPY,2024-11-22,586.62,0.3095,582.21,576.61,0.784
SPY,2024-11-25,588.61,0.3392,582.8,577.04,0.7736
SPY,2024-11-26,591.69,0.5233,584.9,577.73,0.7604
SPY,2024-11-27,589.89,-0.3042,586.4,578.27,0.7618
SPY,2024-11-29,593.56,0.6221,588.12,578.93,0.7676
SPY,2024-12-02,594.62,0.1786,589.97,579.56,0.7661
SPY,2024-12-03,594.9,0.0471,591.41,580.22,0.7644
SPY,2024-12-04,598.59,0.6203,593.12,581.02,0.7691
SPY,2024-12-05,597.61,-0.1637,594.41,581.96,0.7455
SPY,2024-12-06,598.74,0.1891,595.42,582.9,0.7454
SPY,2024-12-09,595.66,-0.5144,596.24,583.74,0.7549
SPY,2024-12-10,593.8,-0.3123,596.27,584.47,0.7588
SPY,2024-12-11,598.4,0.7747,596.81,585.31,0.768
SPY,2024-12-12,595.31,-0.5164,596.87,586.11,0.7733
SPY,2024-12-13,595.19,-0.0202,596.39,587.28,0.6651
SPY,2024-12-16,597.74,0.4284,596.41,588.45,0.6652
SPY,2024-12-17,595.27,-0.4132,595.91,589.58,0.6705
SPY,2024-12-18,577.53,-2.9802,593.32,589.9,0.8617
SPY,2024-12-19,577.35,-0.0312,590.97,589.73,0.7295
SPY,2024-12-20,584.29,1.202,588.95,589.65,0.7496
SPY,2024-12-23,587.79,0.599,587.88,589.6,0.7536
SPY,2024-12-24,594.32,1.1109,587.76,589.75,0.7806
SPY,2024-12-26,594.36,0.0067,587.27,589.97,0.778
SPY,2024-12-27,588.1,-1.0532,586.25,589.96,0.8031
SPY,2024-12-30,581.39,-1.141,586.8,589.86,0.8218
SPY,2024-12-31,579.28,-0.3629,587.08,589.93,0.7895
SPY,2025-01-02,577.85,-0.2469,586.16,589.88,0.7873
SPY,2025-01-03,585.08,1.2512,585.77,590.0,0.8177
SPY,2025-01-06,588.45,0.576,584.93,590.23,0.8239
SPY,2025-01-07,581.8,-1.1301,583.14,590.13,0.8453
SPY,2025-01-08,582.65,0.1461,582.36,589.99,0.8437
SPY,2025-01-10,573.75,-1.5275,581.27,589.5,0.8842
SPY,2025-01-13,574.64,0.1551,580.6,588.93,0.8781
SPY,2025-01-14,575.43,0.1375,580.26,588.45,0.8781
SPY,2025-01-15,585.9,1.8195,580.37,588.19,0.9364
SPY,2025-01-16,584.77,-0.1929,579.85,587.86,0.9358
SPY,2025-01-17,590.64,1.0038,581.11,587.72,0.9554
SPY,2025-01-21,596.05,0.916,583.03,587.64,0.9637
SPY,2025-01-22,599.4,0.562,586.69,587.7,0.9688
SPY,2025-01-23,602.67,0.5455,590.69,587.83,0.9732
SPY,2025-01-24,600.91,-0.292,594.33,588.0,0.9698
SPY,2025-01-27,592.41,-1.4145,595.26,587.96,1.0036
SPY,2025-01-28,597.5,0.8592,597.08,587.93,1.006
SPY,2025-01-29,594.82,-0.4485,597.68,587.91,1.0049
SPY,2025-01-30,598.02,0.538,597.96,588.01,1.0096
SPY,2025-01-31,594.83,-0.5334,597.31,587.91,1.0115
SPY,2025-02-03,590.83,-0.6725,595.62,587.76,1.0161
SPY,2025-02-04,594.8,0.6719,594.74,588.34,0.8553
SPY,2025-02-05,597.21,0.4052,595.43,589.0,0.8567
SPY,2025-02-06,599.28,0.3466,595.68,589.5,0.8332
SPY,2025-02-07,593.8,-0.9144,595.54,589.7,0.8469
SPY,2025-02-10,597.83,0.6787,595.51,589.81,0.8315
SPY,2025-02-11,598.28,0.0753,596.0,589.95,0.8316
SPY,2025-02-12,596.36,-0.3209,596.79,590.22,0.8093
SPY,2025-02-13,602.65,1.0547,597.92,590.93,0.7971
SPY,2025-02-14,602.62,-0.005,598.69,591.71,0.7922
SPY,2025-02-18,604.39,0.2937,599.42,592.59,0.7894
SPY,2025-02-19,605.82,0.2366,601.14,593.28,0.762
SPY,2025-02-20,603.3,-0.416,601.92,593.78,0.763
SPY,2025-02-21,592.98,-1.7106,601.16,594.15,0.8013
SPY,2025-02-24,590.28,-0.4553,600.29,594.41,0.8067
SPY,2025-02-25,587.34,-0.4981,598.1,594.86,0.7579
SPY,2025-02-26,587.64,0.0511,595.96,595.29,0.7578
SPY,2025-02-27,578.26,-1.5962,592.23,595.39,0.8168
SPY,2025-02-28,587.28,1.5599,589.58,595.43,0.7983
SPY,2025-03-03,576.99,-1.7521,585.82,595.17,0.8603
SPY,2025-03-04,570.16,-1.1837,582.56,594.49,0.8614
SPY,2025-03-05,576.29,1.0751,580.57,593.83,0.8684
SPY,2025-03-06,566.06,-1.7751,577.53,592.72,0.91
SPY,2025-03-07,569.24,0.5618,574.9,591.61,0.9105
SPY,2025-03-10,554.07,-2.665,571.44,590.04,1.0169
SPY,2025-03-11,549.47,-0.8302,566.04,588.61,0.9996
SPY,2025-03-12,552.38,0.5296,562.52,587.11,0.9888
SPY,2025-03-13,545.02,-1.3324,558.93,585.45,1.0077
SPY,2025-03-14,556.28,2.066,556.07,584.06,1.0863
SPY,2025-03-17,560.57,0.7712,555.29,582.92,1.1
SPY,2025-03-18,554.51,-1.081,553.19,581.71,1.1086
SPY,2025-03-19,560.55,1.0892,554.11,580.56,1.1225
SPY,2025-03-20,558.93,-0.289,555.46,579.29,1.117
SPY,2025-03-21,559.11,0.0322,556.42,577.95,1.113
SPY,2025-03-24,569.12,1.7903,559.87,577.13,1.1636
SPY,2025-03-25,570.49,0.2407,561.9,576.21,1.1558
SPY,2025-03-26,563.68,-1.1937,562.34,575.06,1.1704
SPY,2025-03-27,562.18,-0.2661,563.44,573.92,1.1702
SPY,2025-03-28,550.86,-2.0136,562.05,572.2,1.1916
SPY,2025-03-31,554.56,0.6717,561.43,570.59,1.2035
SPY,2025-04-01,556.13,0.2831,561.0,568.99,1.2034
SPY,2025-04-02,559.65,0.6329,559.65,567.45,1.2113
SPY,2025-04-03,532.07,-4.9281,554.16,565.07,1.4817
SPY,2025-04-04,500.92,-5.8545,545.2,562.0,1.7721
SPY,2025-04-07,500.03,-0.1777,536.32,558.99,1.7733
SPY,2025-04-08,492.19,-1.5679,527.94,555.82,1.7832
SPY,2025-04-09,543.88,10.502,526.41,554.36,2.6962
SPY,2025-04-10,520.05,-4.3815,521.26,552.42,2.7914
SPY,2025-04-11,529.33,1.7844,516.92,550.49,2.7969
SPY,2025-04-14,534.47,0.971,517.27,549.07,2.7926
SPY,2025-04-15,532.97,-0.2807,521.85,547.84,2.7867
SPY,2025-04-16,521.12,-2.2234,524.86,546.0,2.8002
SPY,2025-04-17,521.87,0.1439,529.1,544.52,2.7872
SPY,2025-04-21,509.44,-2.3818,524.18,542.53,2.8099
SPY,2025-04-22,522.7,2.6029,524.56,541.48,2.8237
SPY,2025-04-23,530.8,1.5496,524.77,540.86,2.8375
SPY,2025-04-24,541.97,2.1044,525.84,540.51,2.8635
SPY,2025-04-25,545.89,0.7233,527.68,540.54,2.8557
SPY,2025-04-28,546.09,0.0366,531.25,540.2,2.8301
SPY,2025-04-29,549.53,0.6299,535.2,539.84,2.8289
SPY,2025-04-30,549.75,0.04,540.96,539.68,2.8219
SPY,2025-05-01,553.65,0.7094,545.38,539.45,2.8177
SPY,2025-05-02,561.87,1.4847,549.82,539.55,2.8301
SPY,2025-05-05,558.64,-0.5749,552.2,539.53,2.8324
SPY,2025-05-06,553.98,-0.8342,553.36,539.03,2.8168
SPY,2025-05-07,556.31,0.4206,554.82,538.55,2.8177
SPY,2025-05-08,560.18,0.6957,556.34,538.44,2.8123
SPY,2025-05-09,559.47,-0.1267,557.73,538.35,2.8119
SPY,2025-05-12,577.96,3.3049,561.2,539.25,2.8466
SPY,2025-05-13,581.77,0.6592,564.04,540.16,2.8465
SPY,2025-05-14,582.52,0.1289,567.46,541.04,2.8465
SPY,2025-05-15,585.36,0.4875,571.94,541.89,2.8459
SPY,2025-05-16,589.07,0.6338,576.62,543.79,2.6772
SPY,2025-05-19,589.71,0.1086,580.84,546.75,2.4066
SPY,2025-05-20,587.73,-0.3358,584.87,549.68,2.4084
SPY,2025-05-21,577.83,-1.6844,584.86,552.53,2.4121
SPY,2025-05-22,578.06,0.0398,584.33,553.67,1.5152
SPY,2025-05-23,574.11,-0.6833,583.12,555.47,1.2567
SPY,2025-05-27,586.05,2.0797,583.22,557.36,1.2695
SPY,2025-05-28,582.66,-0.5784,582.31,558.97,1.2748
SPY,2025-05-29,584.96,0.3947,581.63,560.7,1.2702
SPY,2025-05-30,584.3,-0.1128,581.14,562.81,1.1798
SPY,2025-06-02,587.59,0.5631,582.53,565.0,1.1793
SPY,2025-06-03,590.94,0.5701,584.37,567.71,1.0556
SPY,2025-06-04,590.78,-0.0271,586.75,569.98,0.9817
SPY,2025-06-05,587.93,-0.4824,587.02,571.89,0.9706
SPY,2025-06-06,593.97,1.0273,588.64,573.62,0.922
SPY,2025-06-09,594.5,0.0892,590.0,575.24,0.9195
SPY,2025-06-10,597.87,0.5669,591.94,576.97,0.9196
SPY,2025-06-11,596.17,-0.2843,593.17,578.52,0.9236
SPY,2025-06-12,598.54,0.3975,594.25,580.15,0.9228
SPY,2025-06-13,591.85,-1.1177,594.4,581.42,0.9538
SPY,2025-06-16,597.48,0.9513,595.77,582.61,0.9343
SPY,2025-06-17,592.37,-0.8553,595.54,583.73,0.9438
SPY,2025-06-18,592.28,-0.0152,595.22,585.01,0.9245
SPY,2025-06-20,590.89,-0.2347,594.23,586.16,0.9275
SPY,2025-06-23,596.73,0.9883,594.31,587.38,0.9343
SPY,2025-06-24,603.32,1.1044,594.99,588.84,0.9458
SPY,2025-06-25,603.66,0.0564,596.68,589.7,0.7505
SPY,2025-06-26,608.38,0.7819,598.23,590.59,0.7537
SPY,2025-06-27,611.4,0.4964,600.95,591.55,0.7563
SPY,2025-06-30,614.33,0.4792,604.1,592.52,0.7562
SPY,2025-07-01,614.13,-0.0326,607.42,593.35,0.7517
SPY,2025-07-02,616.91,0.4527,610.3,594.26,0.7538
SPY,2025-07-03,621.77,0.7878,612.94,595.39,0.7565
SPY,2025-07-07,617.14,-0.7446,614.87,596.7,0.693
SPY,2025-07-08,616.8,-0.0551,616.07,597.99,0.6941
SPY,2025-07-09,620.5,0.5999,617.37,599.54,0.6759
SPY,2025-07-10,622.25,0.282,618.5,600.75,0.5823
SPY,2025-07-11,620.06,-0.3519,619.35,601.99,0.5733
SPY,2025-07-14,621.25,0.1919,619.97,603.2,0.5722
SPY,2025-07-15,618.59,-0.4282,619.51,604.35,0.581
SPY,2025-07-16,620.66,0.3346,620.02,605.45,0.5775
SPY,2025-07-17,624.46,0.6123,621.11,606.57,0.5785
SPY,2025-07-18,624.0,-0.0737,621.61,607.67,0.5791
SPY,2025-07-21,625.18,0.1891,622.03,608.91,0.5653
SPY,2025-07-22,625.27,0.0144,622.77,609.96,0.5445
SPY,2025-07-23,630.59,0.8508,624.11,611.16,0.558
SPY,2025-07-24,630.8,0.0333,625.85,612.26,0.5543
SPY,2025-07-25,633.47,0.4233,627.68,613.5,0.5489
SPY,2025-07-28,633.31,-0.0253,628.95,614.66,0.5492
SPY,2025-07-29,631.64,-0.2637,630.04,615.99,0.4989
SPY,2025-07-30,630.84,-0.1267,630.85,617.1,0.4829
SPY,2025-07-31,628.48,-0.3741,631.3,618.3,0.4544
SPY,2025-08-01,618.17,-1.6405,629.53,619.17,0.5643
SPY,2025-08-04,627.57,1.5206,629.07,620.39,0.6126
SPY,2025-08-05,624.39,-0.5067,627.77,621.31,0.6073
SPY,2025-08-06,629.17,0.7655,627.18,622.17,0.5919
SPY,2025-08-07,628.64,-0.0842,626.75,623.0,0.5932
SPY,2025-08-08,633.55,0.7811,627.14,623.84,0.5932
SPY,2025-08-11,632.29,-0.1989,627.68,624.54,0.5922
SPY,2025-08-12,639.02,1.0644,630.66,625.36,0.6139
SPY,2025-08-13,641.21,0.3427,632.61,626.27,0.6142
SPY,2025-08-14,641.27,0.0094,635.02,627.08,0.6119
SPY,2025-08-15,639.77,-0.2339,636.54,627.68,0.6025
SPY,2025-08-18,639.63,-0.0219,638.11,628.43,0.5817
SPY,2025-08-19,636.16,-0.5425,638.48,629.07,0.5935
SPY,2025-08-20,634.47,-0.2657,638.79,629.54,0.5896
SPY,2025-08-21,631.93,-0.4003,637.78,629.86,0.5946
SPY,2025-08-22,641.63,1.535,637.84,630.58,0.6477
SPY,2025-08-25,638.81,-0.4395,637.49,631.17,0.6553
SPY,2025-08-26,641.48,0.418,637.73,631.93,0.6502
SPY,2025-08-27,642.94,0.2276,638.2,632.67,0.6493
SPY,2025-08-28,645.22,0.3546,639.5,633.36,0.6443
SPY,2025-08-29,641.37,-0.5967,640.48,633.94,0.6564
SPY,2025-09-02,636.62,-0.7406,641.15,634.32,0.6735
SPY,2025-09-03,640.07,0.5419,640.93,634.82,0.679
SPY,2025-09-04,645.42,0.8358,641.87,635.31,0.6784
SPY,2025-09-05,643.55,-0.2897,642.17,635.74,0.6818
SPY,2025-09-08,645.13,0.2455,642.48,636.12,0.6793
SPY,2025-09-09,646.62,0.231,642.68,636.57,0.6798
SPY,2025-09-10,648.49,0.2892,643.7,637.13,0.6779
SPY,2025-09-11,653.88,0.8312,646.17,637.9,0.6898
SPY,2025-09-12,653.66,-0.0336,648.11,638.74,0.6841
SPY,2025-09-15,657.14,0.5324,649.78,640.04,0.5997
SPY,2025-09-16,656.24,-0.137,651.59,640.99,0.5485
SPY,2025-09-17,655.42,-0.125,653.06,642.03,0.537
SPY,2025-09-18,658.48,0.4669,654.76,643.0,0.5282
SPY,2025-09-19,661.74,0.4951,656.65,644.11,0.5298
SPY,2025-09-22,664.88,0.4745,658.22,645.15,0.5205
SPY,2025-09-23,661.26,-0.5445,659.31,646.12,0.5325
SPY,2025-09-24,659.15,-0.3191,659.6,646.79,0.5101
SPY,2025-09-25,656.11,-0.4612,659.58,647.28,0.5182
SPY,2025-09-26,659.87,0.5731,660.21,647.9,0.5258
SPY,2025-09-29,661.72,0.2804,660.68,648.64,0.523
SPY,2025-09-30,664.22,0.3778,661.03,649.46,0.5245
SPY,2025-10-01,666.48,0.3402,661.26,650.47,0.5102
SPY,2025-10-02,667.25,0.1155,662.11,651.56,0.5041
SPY,2025-10-03,667.24,-0.0015,663.27,652.74,0.4937
SPY,2025-10-06,669.63,0.3582,665.2,653.67,0.4244
SPY,2025-10-07,667.15,-0.3704,666.24,654.61,0.4213
SPY,2025-10-08,671.13,0.5966,667.59,655.6,0.4265
SPY,2025-10-09,669.18,-0.2906,668.29,656.48,0.4338
SPY,2025-10-10,651.1,-2.7018,666.1,656.67,0.6731
SPY,2025-10-13,661.09,1.5343,665.22,657.33,0.7155
SPY,2025-10-14,660.28,-0.1225,664.22,658.12,0.6991
SPY,2025-10-15,663.21,0.4438,663.31,658.89,0.6973
SPY,2025-10-16,658.69,-0.6815,662.1,659.33,0.6987
SPY,2025-10-17,662.43,0.5678,660.85,659.96,0.701
SPY,2025-10-20,669.32,1.0401,660.87,660.77,0.7215
SPY,2025-10-21,669.31,-0.0015,663.48,661.52,0.7215
SPY,2025-10-22,665.83,-0.5199,664.15,662.1,0.73
SPY,2025-10-23,669.78,0.5932,665.51,662.63,0.7229
SPY,2025-10-24,675.25,0.8167,667.23,663.35,0.7347
SPY,2025-10-27,683.22,1.1803,670.73,664.22,0.7568
SPY,2025-10-28,685.04,0.2664,673.96,665.18,0.7554
SPY,2025-10-29,685.36,0.0467,676.26,666.18,0.7539
SPY,2025-10-30,677.83,-1.0987,677.47,666.83,0.7849
SPY,2025-10-31,680.05,0.3275,679.5,667.44,0.7826
SPY,2025-11-03,681.33,0.1882,681.15,667.98,0.7795
SPY,2025-11-04,673.25,-1.1859,680.87,668.38,0.8057
SPY,2025-11-05,675.58,0.3461,679.78,668.93,0.804
